price,original_price,discount_percentage,has_discount,title_length,title_word_count,title_mentions_new,title_mentions_used,pictures_count,variations_count,shipping_free,is_popular,sales_ratio,condition_code
119.99,0.0,0.0,False,42,9,0,0,1,0,False,True,0.875,1
500.0,0.0,0.0,False,30,5,0,1,6,1,False,False,0.0,0
999.0,0.0,0.0,False,59,10,0,0,6,3,False,True,0.6666666666666666,1
50.0,0.0,0.0,False,37,7,0,0,1,0,False,False,0.0,0
210.0,0.0,0.0,False,47,7,0,0,2,1,False,False,0.0,1
80.0,0.0,0.0,False,41,6,0,0,1,0,False,False,0.0,0
269.0,0.0,0.0,False,57,12,0,0,3,0,False,False,0.0,1
50.0,0.0,0.0,False,19,4,0,0,1,0,False,False,0.0,0
200.0,0.0,0.0,False,60,11,0,0,1,0,False,False,0.0,0
300.0,0.0,0.0,False,26,4,0,0,3,0,False,False,0.0,0
170.0,0.0,0.0,False,58,10,0,0,4,0,False,False,0.0,1
400.0,0.0,0.0,False,43,7,0,0,2,0,False,False,0.0,0
450.0,0.0,0.0,False,54,8,0,0,4,0,False,False,0.0,1
490.0,0.0,0.0,False,58,9,0,0,2,0,False,True,0.1111111111111111,1
600.0,0.0,0.0,False,45,7,0,0,1,0,False,True,0.02,1
50.0,0.0,0.0,False,53,7,0,0,1,0,False,False,0.0,0
45.0,0.0,0.0,False,58,8,0,0,2,1,False,False,0.0,0
1000.0,0.0,0.0,False,38,6,0,0,2,0,False,False,0.0,0
90.0,0.0,0.0,False,24,5,0,0,2,0,False,False,0.0,0
549.99,0.0,0.0,False,60,7,0,0,6,0,False,True,0.625,1
353.0,0.0,0.0,False,52,8,0,0,3,0,False,False,0.0,1
420.0,0.0,0.0,False,58,10,0,0,3,0,False,False,0.0,1
149.99,0.0,0.0,False,60,8,0,0,1,0,False,True,0.5,0
1400.0,0.0,0.0,False,22,4,0,0,6,0,False,False,0.0,0
70.0,0.0,0.0,False,47,7,0,0,3,0,False,False,0.0,0
199.0,0.0,0.0,False,30,6,0,0,1,0,False,False,0.0,1
115.0,0.0,0.0,False,44,8,0,0,1,0,False,False,0.0,0
220.0,0.0,0.0,False,60,6,0,0,1,0,False,False,0.0,1
200.0,0.0,0.0,False,26,5,0,0,1,1,False,False,0.0,0
790.0,0.0,0.0,False,34,5,0,0,1,0,False,False,0.0,1
350.0,0.0,0.0,False,36,6,0,0,5,0,False,False,0.0,0
115.0,0.0,0.0,False,27,4,0,0,5,0,False,False,0.0,1
450.0,0.0,0.0,False,37,7,0,0,3,0,False,False,0.0,0
1040.0,0.0,0.0,False,30,6,0,0,1,0,True,False,0.0,1
390.0,0.0,0.0,False,48,9,1,0,2,0,False,False,0.0,1
12378.18,0.0,0.0,False,57,9,0,0,3,0,False,False,0.0,1
600.0,0.0,0.0,False,50,9,0,0,3,0,False,False,0.0,0
3900.0,0.0,0.0,False,30,4,0,0,5,0,False,False,0.0,0
358.0,0.0,0.0,False,45,8,0,0,3,4,False,False,0.0,1
10.0,0.0,0.0,False,47,7,0,0,2,0,False,False,0.0,1
800.0,0.0,0.0,False,14,2,0,0,6,0,False,False,0.0,0
80.0,0.0,0.0,False,57,6,0,0,3,0,False,False,0.0,0
380.0,0.0,0.0,False,60,8,0,0,6,0,False,False,0.0,1
40.0,0.0,0.0,False,56,11,0,0,1,0,False,False,0.0,0
45.0,0.0,0.0,False,58,9,0,0,1,0,False,False,0.0,0
254.0,0.0,0.0,False,40,8,0,0,1,0,False,False,0.0,1
100.0,0.0,0.0,False,57,12,0,0,2,0,False,False,0.0,0
259.99,0.0,0.0,False,59,11,0,0,2,0,False,True,0.863013698630137,1
260.0,0.0,0.0,False,25,3,0,0,3,0,False,False,0.0,0
620.0,0.0,0.0,False,38,9,1,0,2,0,False,True,0.8,1
7000.0,0.0,0.0,False,11,3,0,0,4,0,False,False,0.0,0
289.91,0.0,0.0,False,42,6,0,0,4,0,False,False,0.0,1
180.0,0.0,0.0,False,55,9,1,0,4,0,False,False,0.0,1
550.0,0.0,0.0,False,59,12,0,0,3,0,False,False,0.0,1
320.0,0.0,0.0,False,35,6,0,0,1,0,False,False,0.0,0
140000.0,0.0,0.0,False,54,11,0,0,8,0,False,False,0.0,1
35.0,0.0,0.0,False,50,7,0,0,2,0,False,False,0.0,0
699.0,0.0,0.0,False,50,6,0,0,3,0,False,False,0.0,1
459.99,0.0,0.0,False,56,11,0,0,2,0,False,False,0.0,0
370.0,0.0,0.0,False,56,10,0,0,3,0,False,False,0.0,1
1200.0,0.0,0.0,False,56,10,0,0,4,0,False,False,0.0,1
65.0,0.0,0.0,False,30,6,0,0,3,0,False,True,0.5,1
50.0,0.0,0.0,False,54,8,0,0,1,0,False,False,0.0,0
300.0,0.0,0.0,False,39,7,0,0,4,1,False,False,0.0,0
60.0,0.0,0.0,False,47,6,0,0,1,0,False,False,0.0,0
12234.0,0.0,0.0,False,58,11,0,0,6,0,False,False,0.0,1
3963.0,0.0,0.0,False,52,9,0,0,1,0,False,True,0.5,1
100.0,0.0,0.0,False,60,10,0,0,1,0,False,False,0.0,0
4500.0,0.0,0.0,False,19,3,0,0,1,0,False,False,0.0,0
35.0,0.0,0.0,False,23,4,0,0,1,0,False,False,0.0,0
500.0,0.0,0.0,False,46,8,0,0,2,1,True,False,0.0,1
1699.99,0.0,0.0,False,46,7,0,0,2,0,False,True,0.9491525423728814,1
119.99,0.0,0.0,False,58,8,0,0,1,0,False,True,0.5,0
530.0,0.0,0.0,False,54,9,0,0,6,7,False,True,0.25,1
40.0,0.0,0.0,False,45,9,0,0,1,0,False,False,0.0,0
190.0,0.0,0.0,False,23,4,0,0,2,0,False,True,0.05,1
275.0,0.0,0.0,False,42,6,0,0,1,0,False,False,0.0,0
420.0,0.0,0.0,False,34,4,0,0,6,0,False,True,0.5,1
70.0,0.0,0.0,False,49,6,0,0,2,0,False,False,0.0,0
89.99,0.0,0.0,False,34,6,0,0,1,0,False,True,0.5,0
20.0,0.0,0.0,False,49,8,0,0,6,0,False,True,0.5,1
666.0,0.0,0.0,False,44,6,0,0,3,0,False,False,0.0,1
85.0,0.0,0.0,False,28,5,0,0,1,0,False,False,0.0,0
900.0,0.0,0.0,False,25,4,0,0,0,0,False,False,0.0,0
5820.0,0.0,0.0,False,39,6,0,0,1,0,False,False,0.0,1
480.0,0.0,0.0,False,57,9,0,0,1,0,False,False,0.0,1
2309.39,0.0,0.0,False,60,10,0,0,3,0,True,False,0.0,1
1930.0,0.0,0.0,False,27,3,0,0,1,0,False,False,0.0,1
1000.0,0.0,0.0,False,22,5,0,0,4,0,False,False,0.0,0
150.0,0.0,0.0,False,49,9,0,0,4,12,False,True,0.008333333333333333,1
65.0,0.0,0.0,False,31,5,0,0,1,0,False,False,0.0,0
1200.0,0.0,0.0,False,45,7,0,0,1,0,False,False,0.0,0
650.0,0.0,0.0,False,50,8,0,0,6,0,False,False,0.0,1
240.0,0.0,0.0,False,30,5,0,0,2,0,False,False,0.0,1
75.0,0.0,0.0,False,59,10,0,0,2,0,False,False,0.0,1
80.0,0.0,0.0,False,59,10,1,0,3,0,False,False,0.0,0
549.99,0.0,0.0,False,54,8,0,0,1,0,False,False,0.0,1
36.0,0.0,0.0,False,43,6,0,0,2,0,False,False,0.0,1
374.4,0.0,0.0,False,29,4,0,0,1,0,False,False,0.0,1
300.0,0.0,0.0,False,21,3,0,0,3,0,False,False,0.0,0
550.0,0.0,0.0,False,48,7,0,0,1,0,False,False,0.0,0
960.0,0.0,0.0,False,32,6,0,0,4,0,False,False,0.0,1
280.0,0.0,0.0,False,55,8,0,0,2,1,False,True,0.5,0
500.0,0.0,0.0,False,42,6,0,0,10,0,False,False,0.0,0
250.0,0.0,0.0,False,30,4,0,0,2,0,False,True,0.008,1
100.0,0.0,0.0,False,53,7,0,0,6,0,False,False,0.0,0
265.0,0.0,0.0,False,37,6,0,0,1,0,False,False,0.0,0
30.0,0.0,0.0,False,46,8,0,0,1,0,False,False,0.0,1
430.0,0.0,0.0,False,31,5,0,0,2,0,False,False,0.0,0
117.0,0.0,0.0,False,60,11,0,0,1,0,False,True,0.7142857142857143,1
50.0,0.0,0.0,False,45,7,0,0,1,0,False,False,0.0,0
16500.0,0.0,0.0,False,60,9,1,0,3,0,False,True,0.8235294117647058,1
150.0,0.0,0.0,False,34,4,0,0,3,0,False,False,0.0,0
129.0,0.0,0.0,False,54,11,0,0,5,0,False,True,0.14285714285714285,1
2000.0,0.0,0.0,False,17,3,0,0,3,0,False,False,0.0,0
740.0,0.0,0.0,False,59,7,0,0,6,0,False,False,0.0,1
8500.0,0.0,0.0,False,31,6,0,0,3,0,False,False,0.0,0
150.0,0.0,0.0,False,59,9,0,0,6,0,False,True,0.009950248756218905,1
1300.0,0.0,0.0,False,54,8,0,0,2,0,False,True,0.2,1
1500.0,0.0,0.0,False,43,5,0,0,6,0,False,False,0.0,0
2183.0,0.0,0.0,False,59,8,0,0,4,0,False,False,0.0,1
799.0,0.0,0.0,False,42,9,0,0,6,0,False,True,0.3333333333333333,1
50.0,0.0,0.0,False,51,9,0,0,1,0,False,False,0.0,0
2000.0,0.0,0.0,False,48,7,0,0,4,0,False,False,0.0,0
2250.0,0.0,0.0,False,53,8,0,0,1,0,False,False,0.0,0
180.0,0.0,0.0,False,57,9,0,0,6,0,False,False,0.0,1
998.0,0.0,0.0,False,42,8,0,0,2,0,False,False,0.0,1
47.0,0.0,0.0,False,58,9,0,0,1,0,False,False,0.0,0
3000.0,0.0,0.0,False,40,7,0,0,1,0,False,True,0.5,1
750.0,0.0,0.0,False,52,8,1,0,5,1,False,True,0.5,0
249.0,0.0,0.0,False,36,6,0,0,1,0,False,False,0.0,1
220.0,0.0,0.0,False,49,7,0,0,1,0,False,False,0.0,0
509.99,0.0,0.0,False,42,6,1,0,6,0,False,True,0.5,1
40.0,0.0,0.0,False,59,11,0,0,1,0,False,False,0.0,0
46.0,0.0,0.0,False,59,10,0,0,2,0,False,False,0.0,0
1639.99,0.0,0.0,False,43,7,0,0,1,0,False,False,0.0,1
300.0,0.0,0.0,False,49,7,0,0,0,0,False,True,0.5,0
2600.0,0.0,0.0,False,21,3,0,0,6,0,False,True,0.8,1
250.0,0.0,0.0,False,46,8,0,0,5,0,False,False,0.0,1
150.0,0.0,0.0,False,44,7,0,0,4,1,False,False,0.0,0
75.0,0.0,0.0,False,60,11,0,0,1,0,False,False,0.0,0
158.0,0.0,0.0,False,30,5,0,0,1,0,False,True,0.5,0
6400.0,0.0,0.0,False,46,6,0,0,4,0,False,False,0.0,0
200.0,0.0,0.0,False,48,7,0,0,6,0,False,True,0.005,1
109.89,0.0,0.0,False,40,8,0,0,1,0,False,False,0.0,1
60.0,0.0,0.0,False,58,9,0,0,4,0,False,True,0.002002002002002002,1
650.0,0.0,0.0,False,50,9,0,0,4,1,False,True,0.6666666666666666,1
60.0,0.0,0.0,False,57,6,0,0,6,0,False,True,0.8333333333333334,1
35.0,0.0,0.0,False,35,8,0,0,2,0,False,True,0.5,1
1848.24,0.0,0.0,False,56,9,0,0,3,0,True,False,0.0,1
1100.0,0.0,0.0,False,58,8,0,0,5,1,False,False,0.0,0
300.0,0.0,0.0,False,29,3,0,0,2,0,False,False,0.0,0
100.0,0.0,0.0,False,34,6,0,0,1,0,False,False,0.0,0
3000.0,0.0,0.0,False,58,11,1,0,1,0,False,False,0.0,1
91.0,0.0,0.0,False,53,8,0,0,1,0,False,True,0.09090909090909091,1
1249.99,0.0,0.0,False,58,8,0,0,4,0,False,True,0.3153153153153153,1
190.0,0.0,0.0,False,44,7,0,0,1,0,False,False,0.0,1
55.0,0.0,0.0,False,49,9,0,0,3,0,False,False,0.0,1
2600.39,0.0,0.0,False,50,7,0,0,3,0,False,True,0.001998001998001998,1
6299.0,0.0,0.0,False,59,12,0,0,5,0,True,True,0.5,1
80.0,0.0,0.0,False,31,6,0,0,2,0,False,False,0.0,0
35.0,0.0,0.0,False,58,9,0,0,1,0,False,False,0.0,0
990.0,0.0,0.0,False,39,6,0,0,6,0,False,True,0.5,0
200.0,0.0,0.0,False,50,9,0,0,4,0,False,False,0.0,0
629.0,0.0,0.0,False,40,7,0,0,1,0,False,False,0.0,0
120.0,0.0,0.0,False,56,8,0,0,2,0,False,False,0.0,0
399.0,0.0,0.0,False,59,10,0,0,4,0,False,False,0.0,1
42.0,0.0,0.0,False,60,9,0,0,2,0,False,False,0.0,0
56000.0,0.0,0.0,False,12,3,0,0,6,0,False,False,0.0,0
30.0,0.0,0.0,False,58,10,1,0,1,0,False,False,0.0,0
836.0,0.0,0.0,False,48,8,0,0,3,0,False,False,0.0,1
1550.0,0.0,0.0,False,31,5,0,0,4,0,False,False,0.0,1
95.0,0.0,0.0,False,54,12,0,0,2,0,False,False,0.0,0
3000.0,0.0,0.0,False,33,5,0,0,2,0,False,False,0.0,0
310.0,0.0,0.0,False,34,7,0,0,3,0,False,False,0.0,0
420.0,0.0,0.0,False,47,8,0,0,1,0,False,False,0.0,1
45.0,0.0,0.0,False,56,8,0,0,2,0,False,False,0.0,0
524.0,0.0,0.0,False,59,8,0,0,3,4,True,True,0.06,1
779.99,0.0,0.0,False,44,7,0,0,2,0,False,True,0.5,1
1066.0,0.0,0.0,False,60,9,0,0,2,0,False,False,0.0,1
30.0,0.0,0.0,False,33,6,0,0,1,0,False,False,0.0,0
3806.0,0.0,0.0,False,59,9,0,0,1,0,False,False,0.0,1
1100.0,0.0,0.0,False,29,5,0,0,3,1,False,False,0.0,0
399.0,0.0,0.0,False,58,11,0,0,5,0,False,False,0.0,0
884.0,0.0,0.0,False,40,6,0,0,2,0,True,False,0.0,1
700.0,0.0,0.0,False,24,4,0,0,2,1,False,False,0.0,0
700.0,0.0,0.0,False,44,7,0,0,3,0,False,False,0.0,1
120.0,0.0,0.0,False,44,6,0,0,3,0,False,False,0.0,0
480.0,0.0,0.0,False,41,9,0,0,6,0,True,False,0.0,1
289.9,0.0,0.0,False,60,10,0,0,1,0,False,False,0.0,1
1850.0,0.0,0.0,False,33,5,0,0,3,0,False,False,0.0,1
179.9,0.0,0.0,False,54,9,0,0,3,0,False,False,0.0,0
6000.0,0.0,0.0,False,49,7,0,0,5,0,False,False,0.0,0
80.0,0.0,0.0,False,46,8,0,0,2,0,False,False,0.0,0
2162.0,0.0,0.0,False,44,10,0,0,1,0,False,False,0.0,1
46.0,0.0,0.0,False,50,8,0,0,2,0,False,False,0.0,0
159.99,0.0,0.0,False,15,2,0,0,2,0,False,True,0.1,1
519.99,0.0,0.0,False,58,7,0,0,5,12,False,False,0.0,1
200.0,0.0,0.0,False,36,5,0,0,3,0,False,False,0.0,1
500.0,0.0,0.0,False,59,10,0,0,6,0,False,False,0.0,0
50.0,0.0,0.0,False,55,10,0,0,3,0,False,False,0.0,1
55.0,0.0,0.0,False,60,10,0,0,2,0,False,False,0.0,0
450.0,0.0,0.0,False,29,5,0,0,5,0,False,False,0.0,0
50.0,0.0,0.0,False,46,9,0,0,3,0,False,False,0.0,0
20.0,0.0,0.0,False,36,7,0,0,2,0,False,False,0.0,0
90.0,0.0,0.0,False,33,6,0,0,6,0,False,False,0.0,1
90.0,0.0,0.0,False,51,7,0,0,1,0,False,False,0.0,0
350.0,0.0,0.0,False,57,13,0,0,3,1,False,False,0.0,0
89.9,0.0,0.0,False,27,4,0,0,2,0,False,False,0.0,0
35.0,0.0,0.0,False,32,5,0,0,1,0,False,False,0.0,0
910.0,0.0,0.0,False,58,7,0,0,4,0,False,False,0.0,1
140.99,0.0,0.0,False,53,9,0,0,2,0,False,False,0.0,1
1200.0,0.0,0.0,False,60,9,0,0,5,0,False,False,0.0,0
321.0,0.0,0.0,False,45,8,0,0,3,4,False,False,0.0,1
40.0,0.0,0.0,False,38,7,0,0,3,0,False,False,0.0,0
1000.0,0.0,0.0,False,31,6,0,0,2,0,False,False,0.0,0
280.0,0.0,0.0,False,51,9,0,0,2,0,False,False,0.0,1
120.0,0.0,0.0,False,27,4,0,0,1,0,False,False,0.0,0
2200.0,0.0,0.0,False,13,2,0,0,5,0,False,False,0.0,0
